recall,precision
1.0,0.848
1.0,0.8488488488488488
1.0,0.8496993987975952
1.0,0.8505516549648947
1.0,0.8514056224899599
1.0,0.8522613065326633
1.0,0.8531187122736419
1.0,0.8539778449144008
1.0,0.8548387096774194
1.0,0.8557013118062563
1.0,0.8565656565656565
0.9988207547169812,0.8564206268958544
0.9988207547169812,0.8572874493927125
0.9988207547169812,0.8581560283687943
0.9988207547169812,0.859026369168357
0.9988207547169812,0.8598984771573605
0.9988207547169812,0.8607723577235772
0.9988207547169812,0.861648016276704
0.9988207547169812,0.8625254582484725
0.9988207547169812,0.8634046890927625
0.9988207547169812,0.8642857142857143
0.9988207547169812,0.8651685393258427
0.9988207547169812,0.8660531697341514
0.9988207547169812,0.8669396110542477
0.9976415094339622,0.8668032786885246
0.9964622641509434,0.8666666666666667
0.9964622641509434,0.8675564681724846
0.9964622641509434,0.868448098663926
0.9964622641509434,0.8693415637860082
0.9952830188679245,0.8692070030895983
0.9952830188679245,0.8701030927835052
0.9952830188679245,0.8710010319917441
0.9952830188679245,0.871900826446281
0.9952830188679245,0.8728024819027922
0.9952830188679245,0.8737060041407867
0.9952830188679245,0.8746113989637305
0.9952830188679245,0.8755186721991701
0.9952830188679245,0.8764278296988577
0.9952830188679245,0.8773388773388774
0.9952830188679245,0.8782518210197711
0.9952830188679245,0.8791666666666667
0.9952830188679245,0.8800834202294057
0.9941037735849056,0.8799582463465553
0.9941037735849056,0.8808777429467085
0.9941037735849056,0.8817991631799164
0.9941037735849056,0.8827225130890053
0.9941037735849056,0.8836477987421384
0.9929245283018868,0.8835257082896117
0.9929245283018868,0.884453781512605
0.9929245283018868,0.8853838065194533
0.9929245283018868,0.8863157894736842
0.9929245283018868,0.8872497365648051
0.9929245283018868,0.8881856540084389
0.9929245283018868,0.8891235480464625
0.9929245283018868,0.8900634249471459
0.9929245283018868,0.891005291005291
0.9929245283018868,0.8919491525423728
0.9929245283018868,0.8928950159066809
0.9929245283018868,0.8938428874734607
0.9929245283018868,0.8947927736450585
0.9929245283018868,0.8957446808510638
0.9929245283018868,0.8966986155484558
0.9929245283018868,0.8976545842217484
0.9917452830188679,0.8975453575240128
0.9917452830188679,0.8985042735042735
0.9917452830188679,0.8994652406417112
0.9917452830188679,0.9004282655246253
0.9905660377358491,0.9003215434083601
0.9893867924528302,0.9002145922746781
0.9893867924528302,0.9011815252416756
0.9893867924528302,0.9021505376344086
0.9893867924528302,0.9031216361679225
0.9893867924528302,0.9040948275862069
0.9893867924528302,0.9050701186623517
0.9893867924528302,0.906047516198704
0.9882075471698113,0.9059459459459459
0.9870283018867925,0.9058441558441559
0.9870283018867925,0.9068255687973997
0.9870283018867925,0.9078091106290672
0.9870283018867925,0.9087947882736156
0.9870283018867925,0.9097826086956522
0.9870283018867925,0.9107725788900979
0.9870283018867925,0.9117647058823529
0.9870283018867925,0.9127589967284624
0.9858490566037735,0.9126637554585153
0.9846698113207547,0.912568306010929
0.9834905660377359,0.912472647702407
0.9834905660377359,0.9134720700985761
0.9834905660377359,0.9144736842105263
0.9834905660377359,0.9154774972557629
0.9834905660377359,0.9164835164835164
0.9834905660377359,0.9174917491749175
0.9823113207547169,0.9174008810572687
0.9823113207547169,0.918412348401323
0.9823113207547169,0.9194260485651214
0.9823113207547169,0.9204419889502763
0.9811320754716981,0.9203539823008849
0.9811320754716981,0.9213732004429679
0.9811320754716981,0.9223946784922394
0.9811320754716981,0.9234184239733629
0.9811320754716981,0.9244444444444444
0.9799528301886793,0.9243604004449388
0.9799528301886793,0.9253897550111359
0.9799528301886793,0.9264214046822743
0.9787735849056604,0.9263392857142857
0.9787735849056604,0.9273743016759777
0.9775943396226415,0.9272930648769575
0.9764150943396226,0.9272116461366181
0.9764150943396226,0.9282511210762332
0.9764150943396226,0.9292929292929293
0.9752358490566038,0.9292134831460674
0.9752358490566038,0.9302587176602924
0.9752358490566038,0.9313063063063063
0.9752358490566038,0.9323562570462233
0.9752358490566038,0.9334085778781038
0.9752358490566038,0.9344632768361582
0.9752358490566038,0.9355203619909502
0.9752358490566038,0.9365798414496036
0.9752358490566038,0.937641723356009
