country,avg_churn_prob
Peru,0.9982578492302709
Chile,0.9955109554372962
Venezuela,0.9950592793480052
Spain,0.9923012338771646
Mexico,0.9908221427338538
United States,0.9905353106355909
Colombia,0.9900290827646195
Argentina,0.9783798881736173
