recall,precision
1.0,0.848
1.0,0.8488488488488488
1.0,0.8496993987975952
1.0,0.8505516549648947
1.0,0.8522613065326633
1.0,0.8531187122736419
1.0,0.8539778449144008
1.0,0.8548387096774194
1.0,0.8557013118062563
1.0,0.8565656565656565
1.0,0.8574317492416582
1.0,0.8582995951417004
1.0,0.8591691995947315
0.9988207547169812,0.859026369168357
0.9988207547169812,0.8598984771573605
0.9988207547169812,0.8607723577235772
0.9976415094339622,0.8606307222787386
0.9964622641509434,0.860488798370672
0.9964622641509434,0.8613659531090724
0.9964622641509434,0.8622448979591837
0.9964622641509434,0.8640081799591002
0.9964622641509434,0.8648925281473899
0.9952830188679245,0.8647540983606558
0.9952830188679245,0.8656410256410256
0.9952830188679245,0.86652977412731
0.9941037735849056,0.8663926002055499
0.9941037735849056,0.8681771369721936
0.9929245283018868,0.868937048503612
0.9929245283018868,0.8698347107438017
0.9917452830188679,0.8697001034126164
0.9917452830188679,0.870600414078675
0.9905660377358491,0.8704663212435233
0.9893867924528302,0.8703319502074689
0.9882075471698113,0.8720083246618107
0.9882075471698113,0.8729166666666667
0.9882075471698113,0.8738269030239834
0.9882075471698113,0.8756530825496343
0.9870283018867925,0.8773584905660378
0.9858490566037735,0.8772298006295908
0.9846698113207547,0.8771008403361344
0.9834905660377359,0.8769716088328076
0.9834905660377359,0.8778947368421053
0.9823113207547169,0.8786919831223629
0.9811320754716981,0.8822905620360552
0.9799528301886793,0.8831030818278427
0.9764150943396226,0.8827292110874201
0.9740566037735849,0.8834224598930481
0.972877358490566,0.8842443729903537
0.9716981132075472,0.8850698174006445
0.9716981132075472,0.886021505376344
0.9705188679245284,0.8858988159311088
0.9681603773584906,0.8875675675675676
0.9681603773584906,0.8885281385281385
0.9634433962264151,0.8880434782608696
0.9587264150943396,0.8894967177242888
0.9563679245283019,0.8902305159165752
0.9516509433962265,0.890728476821192
0.9481132075471698,0.8903654485049833
0.9433962264150944,0.89086859688196
0.9375,0.8912556053811659
0.9351415094339622,0.8910112359550562
0.9304245283018868,0.8905191873589164
0.9268867924528302,0.8921679909194098
0.9245283018867925,0.8939566704675028
0.9198113207547169,0.8944954128440367
0.9115566037735849,0.8946759259259259
0.9080188679245284,0.8943089430894309
0.9044811320754716,0.8949824970828472
0.9009433962264151,0.8946135831381733
0.8985849056603774,0.8943661971830986
0.8950471698113207,0.8939929328621908
0.8938679245283019,0.8970414201183432
0.8891509433962265,0.8976190476190476
0.8844339622641509,0.8971291866028708
0.8820754716981132,0.8979591836734694
0.8773584905660378,0.8996372430471584
0.8738207547169812,0.9003645200486027
0.8702830188679245,0.902200488997555
0.8655660377358491,0.9039408866995073
0.8573113207547169,0.9031055900621118
0.8525943396226415,0.904881101376721
0.8384433962264151,0.9034307496823379
0.8360849056603774,0.9043367346938775
0.8313679245283019,0.9061696658097687
0.8278301886792453,0.9116883116883117
0.8183962264150944,0.911957950065703
0.8113207547169812,0.9148936170212766
0.8066037735849056,0.9168900804289544
0.7971698113207547,0.9197278911564626
0.7912735849056604,0.9191780821917809
0.785377358490566,0.921161825726141
0.7759433962264151,0.9215686274509803
0.7570754716981132,0.921090387374462
0.7476415094339622,0.9215116279069767
0.7429245283018868,0.9224011713030746
0.7311320754716981,0.9226190476190477
0.7158018867924528,0.9224924012158054
0.7063679245283019,0.9243827160493827
0.6945754716981132,0.9275590551181102
0.6851415094339622,0.9281150159744409
0.6721698113207547,0.9298531810766721
0.6568396226415094,0.9298831385642737
0.6356132075471698,0.9309153713298791
0.6179245283018868,0.9340463458110517
0.6002358490566038,0.9356617647058824
0.5860849056603774,0.935969868173258
0.5566037735849056,0.9346534653465347
0.5389150943396226,0.9364754098360656
0.5200471698113207,0.9363057324840764
0.4988207547169811,0.9420935412026726
0.4811320754716981,0.9400921658986175
0.45990566037735847,0.9397590361445783
0.4386792452830189,0.9393939393939394
0.4186320754716981,0.9441489361702128
0.3938679245283019,0.943502824858757
0.37735849056603776,0.943952802359882
0.35259433962264153,0.940251572327044
0.33490566037735847,0.9466666666666667
0.30778301886792453,0.9422382671480144
0.29009433962264153,0.9425287356321839
0.2641509433962264,0.9411764705882353
0.2417452830188679,0.9403669724770642
0.21816037735849056,0.9438775510204082
0.19221698113207547,0.9367816091954023
0.16391509433962265,0.9328859060402684
0.13561320754716982,0.9349593495934959
0.1179245283018868,0.9433962264150944
0.09551886792452831,0.9418604651162791
0.07547169811320754,0.9411764705882353
0.060141509433962265,0.9272727272727272
0.049528301886792456,0.9333333333333333
0.03419811320754717,0.9354838709677419
0.0294811320754717,0.9259259259259259
0.02122641509433962,0.9473684210526315
0.01650943396226415,1.0
0.01179245283018868,1.0
0.009433962264150943,1.0
0.007075471698113208,1.0
0.003537735849056604,1.0
0.0011792452830188679,1.0
0.0,1.0
